ONET LE CHATEAU;12000
RODEZ;12000
COMPREGNAC;12100
CREISSELS;12100
MILLAU;12100
LA ROQUE STE MARGUERITE;12100
ST GEORGES DE LUZENCON;12100
AUBIN;12110
AUBIN;12110
AUBIN;12110
CRANSAC;12110
VIVIEZ;12110
ARVIEU;12120
AURIAC LAGAST;12120
CASSAGNES BEGONHES;12120
CENTRES;12120
COMPS LA GRAND VILLE;12120
MELJAC;12120
RULLAC ST CIRQ;12120
STE JULIETTE SUR VIAUR;12120
SALMIECH;12120
LA CAPELLE BONANCE;12130
PIERREFICHE;12130
POMAYROLS;12130
STE EULALIE D OLT;12130
ST GENIEZ D OLT ET D AUBRAC;12130
ST GENIEZ D OLT ET D AUBRAC;12130
ST MARTIN DE LENNE;12130
CAMPOURIEZ;12140
CAMPOURIEZ;12140
LE FEL;12140
ENTRAYGUES SUR TRUYERE;12140
ESPEYRAC;12140
FLORENTIN LA CAPELLE;12140
GOLINHAC;12140
ST HIPPOLYTE;12140
ST HIPPOLYTE;12140
SEVERAC D AVEYRON;12150
SEVERAC D AVEYRON;12150
SEVERAC D AVEYRON;12150
SEVERAC D AVEYRON;12150
SEVERAC D AVEYRON;12150
BOUSSAC;12160
CAMBOULAZET;12160
BARAQUEVILLE;12160
BARAQUEVILLE;12160
GRAMOND;12160
MANHAC;12160
MOYRAZES;12160
CONNAC;12170
DURENQUE;12170
LEDERGUES;12170
REQUISTA;12170
ST JEAN DELNOUS;12170
ST JUST SUR VIAUR;12170
LA SELVE;12170
COUBISOU;12190
ESTAING;12190
LE NAYRAC;12190
SEBRAZAC;12190
LE BAS SEGALA;12200
LE BAS SEGALA;12200
MARTIEL;12200
MONTEILS;12200
MORLHON LE HAUT;12200
LA ROUQUETTE;12200
ST REMY;12200
SANVENSA;12200
SAVIGNAC;12200
TOULONJAC;12200
VAILHOURLES;12200
VILLEFRANCHE DE ROUERGUE;12200
CASSUEJOULS;12210
CURIERES;12210
LAGUIOLE;12210
MONTPEYROUX;12210
ARGENCES EN AUBRAC;12210
ARGENCES EN AUBRAC;12210
ARGENCES EN AUBRAC;12210
SOULAGES BONNEVAL;12210
LES ALBRES;12220
GALGAN;12220
LUGAN;12220
MONTBAZENS;12220
PEYRUSSE LE ROC;12220
ROUSSENNAC;12220
VALZERGUES;12220
VAUREILLES;12220
LA CAVALERIE;12230
LA COUVERTOIRADE;12230
L HOSPITALET DU LARZAC;12230
LAPANOUSE DE CERNON;12230
NANT;12230
STE EULALIE DE CERNON;12230
ST JEAN DU BRUEL;12230
SAUCLIERES;12230
LE BAS SEGALA;12240
LA CAPELLE BLEYS;12240
CASTANET;12240
COLOMBIES;12240
PRADINAS;12240
RIEUPEYROUX;12240
ROQUEFORT SUR SOULZON;12250
ST JEAN D ALCAPIES;12250
ST JEAN ET ST PAUL;12250
TOURNEMIRE;12250
VIALA DU PAS DE JAUX;12250
AMBEYRAC;12260
BALAGUIER D OLT;12260
LA CAPELLE BALAGUIER;12260
FOISSAC;12260
MONTSALES;12260
OLS ET RINHODES;12260
STE CROIX;12260
ST IGEST;12260
SALLES COURBATIES;12260
SALVAGNAC CAJARC;12260
SAUJAC;12260
VILLENEUVE;12260
BOR ET BAR;12270
LA FOUILLADE;12270
LUNAC;12270
NAJAC;12270
ST ANDRE DE NAJAC;12270
ARQUES;12290
CANET DE SALARS;12290
PONT DE SALARS;12290
PRADES SALARS;12290
SEGUR;12290
TREMOUILLES;12290
LE VIBAL;12290
ALMONT LES JUNIES;12300
BOISSE PENCHOT;12300
BOUILLAC;12300
DECAZEVILLE;12300
FIRMI;12300
FLAGNAC;12300
LIVINHAC LE HAUT;12300
ST PARTHEM;12300
ST SANTIN;12300
BERTHOLENE;12310
GAILLAC D AVEYRON;12310
LAISSAC SEVERAC L EGLISE;12310
LAISSAC SEVERAC L EGLISE;12310
PALMAS D AVEYRON;12310
PALMAS D AVEYRON;12310
VIMENET;12310
CONQUES EN ROUERGUE;12320
CONQUES EN ROUERGUE;12320
CONQUES EN ROUERGUE;12320
CONQUES EN ROUERGUE;12320
PRUINES;12320
